,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings2,ratings3,comment,helpful
328,19-2,COSE222,컴퓨터구조,이숙윤,#화(3-4) 목(3-4),2,뀨루룰뀨쓔,2,3,4,1,"솔직히 배운건 많이 없습니다. 거의다 책보고 혼자 공부한것 같아요.
마지막 프로젝트는 정말..... 샘플 코드에 오류 투성이에 배우지도 않은걸 내시고..... 다른 교수님꺼 들으세요",도움이 돼요 0
329,19-2,COSE222,컴퓨터구조,이숙윤,#화(3-4) 목(3-4),1,캣뮤직,3,3,1,1,"이숙윤 교수님 컴구는 피하시는게 좋습니다.

교수님이 잘 가르치시는게 아닌데 말은 너무 빠르셔가지고 
학생이랑 소통이 안되고 뭔가 일방적인 수업이라는 느낌이 강하게듭니다.

또한 수업이 너무 비체계적이어서 답답하고 시험은 변별력이 없는데 과제 난이도는 헬입니다.

다른건 몰라도 성취감이 너무 안드네요",도움이 돼요 0
330,19-2,COSE222,컴퓨터구조,이숙윤,#화(3-4) 목(3-4),2,후라보노9매,3,3,3,2,학점은 잘 주시지만 그냥 다른 수업 듣는게 나을 수도 있습니다,도움이 돼요 0
331,19-2,COSE222,컴퓨터구조,이숙윤,#화(3-4) 목(3-4),1,커신,3,3,3,5,"강의 내용은 재밌고 시험도 쉬운 편이지만 강의 자체가 조금 지루 할 수 있을 거 같아요
사실상 학생의 노력이 많이 필요할 듯 화이팅",도움이 돼요 0
332,19-2,COSE222,컴퓨터구조,이숙윤,#화(3-4) 목(3-4),4,Deltira,4,3,3,4,"내용이 조금 어렵습니다.
시험은 완성된 CPU구조를 자세히 공부하는것보다는 해저드등 그 과정에 관한것들이 많이 나왔습니다.
기말과제로 CPU를 verilog로 만들고 FPGA보드에 돌리는것이 있는데, 조를 편성해 하거나 혼자 할수있습니다.",도움이 돼요 0
333,19-2,COSE222,컴퓨터구조,이숙윤,#화(3-4) 목(3-4),3,LKY,3,3,4,1,"수업은 거의 ppt로 진행되며, 내용은 크게 어렵지 않습니다.

하지만 텀프로젝트의 난이도가 높고, 수업에서 무언가를 많이 배워간다는 느낌이 적습니다. 

또한 교수님의 강의력이 좋다고 말씀드리기는 어렵습니다.

시험은 매우 쉽게 출제됩니다. 학점도 잘 주시니, 수업내용보다는 학점에 비중을 두시는 분이라면

들을 만 한 수업인 것 같습니다.",도움이 돼요 0
334,19-2,COSE222,컴퓨터구조,이숙윤,#화(3-4) 목(3-4),1,갸앙,3,4,3,1,듣지 말라는 데에는 다 이유가 있었습니다...!,도움이 돼요 0
335,19-2,COSE222,컴퓨터구조,이숙윤,#화(3-4) 목(3-4),1,응디,1,1,4,4,시험을 쉽게 내는편이다. 마지막 프로젝트가 약간 어렵다,도움이 돼요 0
336,19-2,COSE380,디지털신호처리,백승준,#화(3-4) 목(3-4),1,하아아앙,5,5,1,1,진짜 너무어려워 못들어 너무어려워진짜 너무어려워 못들어 너무어려워진짜 너무어려워 못들어 너무어려워진짜 너무어려워 못들어 너무어려워진짜 너무어려워 못들어 너무어려워,도움이 돼요 2
337,19-2,COSE380,디지털신호처리,백승준,#화(3-4) 목(3-4),5,퉷퉫퉸퉻퉺퉽퉿,4,4,3,5,"신시를 듣지 않고 바로 수강했습니다. 그래서 체감 난이도는 꽤 높았습니다. 앞부분에서 LTI같은 신호및시스템 내용을 알려주고 이산시간푸리에변환, Z변환, DFT, FFT를 다루는데, 처음부터 끝까지 수학입니다. 강의자료가 탄탄하고 내용들이 이해만 하면 스무스하게 진행되도록 구성되어 있기 때문에 이쪽 분야에서는 꽤 명강이었다고 생각합니다. 교수님께서 강의력도 좋고 열성적으로 수업을 진행하셔서 내용에 비해 정말 이해하기 쉽게 가르쳐주셨다고 생각합니다. 개인적으로는 통신에 관심이 많아 열심히 수업을 듣고 공부해서 남은게 정말 많은 것 같습니다.
과제는 챕터마다 나옵니다. 난이도는 높지 않습니다. 파이썬 쓰는 과제도 두갠가 있었는데 그건 더 쉽습니다. 문제풀이 과제는 특정 문제를 지목해서 그 문제로만 채점을 하기 때문에 잘 모르거나 틀린 것 같아도 무조건 제출해야 합니다. 과제의 비중이 크지는 않지만 시험은 과제 문제들과 굉장히 유사하게 출제하시기 때문에 과제 문제들을 꼭 한번은 풀어보는게 좋을 것 같습니다.
시험은 두꺼운 문제지에 문제를 푸는데 문제 양이 좀 있습니다. 각각의 문제는 난이도가 높지 않고 과제랑 비슷해서 푸는데 큰 어려움은 없습니다. 그리고 기본적인 수업 난이도가 좀 있어서 그런지 평균이 낮습니다. 당황하지 말고 끝까지만 풀면 될 것 같습니다.
원래는 A를 굉장히 잘 주시는 교수님으로 알고 있었는데 이번에는 상대평가가 어떻게 작용한건지 예전만큼은 아니었던 것 같습니다.",도움이 돼요 1
338,19-2,COSE380,디지털신호처리,백승준,#화(3-4) 목(3-4),1,재걸추,4,5,3,1,"뭘 배웠는지도 잘 모르겠고 내용이랑 수업이 전부 재미없다
안 오는 사람이 대부분이고, 문제 풀어오는 과제가 단원마다 나가는데
수업시작 10분 뒤까지 걷고, 그 뒤에 내면 무조건 0점이니깐 조심해야한다
나같으면 안들을거같다",도움이 돼요 0
339,19-2,COSE380,디지털신호처리,백승준,#화(3-4) 목(3-4),5,아스파,3,1,5,1,"신호 및 시스템을 먼저 수강한 다음에 들었더니 솔직히 기말까지의 범위가 전부 겹쳤다....
푸리에변환을 처음 배우는 사람들 기준으로 생각해도 적당한 학습량을 가지고 있고 강의도 깔끔하게 잘하셔서 좋은 강의이다.

신호 및 시스템으로 치트키써서 당연히 A+받았지만
같이 수강한 친구들 보면 학점도 잘 주시는편인거 같다.",도움이 돼요 0
340,19-2,COSE380,디지털신호처리,백승준,#화(3-4) 목(3-4),3,Yeolllll,5,5,4,4,"공부해야될게 조금 많은거 같아요. 수학은 필수적으로 알고 들어가야되요. 신호및 시스템듣고 듣는 편이 좋은데 꼭 들어야하는건 아니지만, 확실히 듣는 편이 좋아요,",도움이 돼요 0
341,19-2,COSE380,디지털신호처리,백승준,#화(3-4) 목(3-4),5,응디,4,4,4,4,과제가 거의 매주 나간다. 과제만 다 풀줄알고 약간 응용할수있으면 시험도 잘 볼수있다,도움이 돼요 0
342,19-2,COSE380,디지털신호처리,백승준,#화(3-4) 목(3-4),5,호후하,3,3,4,5,"설명을 논리정연하게 잘해주십니다. 수학적인 내용도 설명해주시지만 그보다 수식의 의미를 풀어 설명해 주시는 부분이 좋았습니다. 그래서 신호및시스템과 겹치는 내용도 많았지만 이게 이런 내용이었나 하며 새롭게 들을 수 있었습니다. 
신시를 듣지 않으셨으면 초반에 어려울 수 있을 것 같습니다. 꼼꼼히 설명해 주시긴 하지만 모르는 입장에서는 진도가 빠를 수 있겠다는 생각이 들었습니다.",도움이 돼요 0
343,19-2,COSE380,디지털신호처리,백승준,#화(3-4) 목(3-4),4,창조,4,4,3,4,"수학 잘하는 사람에게 특히 유리한 과목이다.
특히 자신이 오일러 공식에 익숙하거나, Python, MATLAB, 미적분에 능숙하다면 학점 따기에 좋다.

과제는 그닥 중요한 부분을 차지하는 것 같지 않으며, 강의 시작 전에 못내면 제출 불가능이다.
수강인원이 매우 많아서 그런지 출석체크는 없으며, 팀플도 없다.

다만 수학에 능숙하지 않는다면, 중도 포기할 가능성이 높다.
상대평가(인가...?)로 들었던지라 주의하자.",도움이 돼요 0
344,19-2,COSE380,디지털신호처리,백승준,#화(3-4) 목(3-4),2,농부의마음으로,5,5,4,2,"수업시간에 조금이라도 놓치면 난이도가 급상승합니다.
문제풀이 및 간단한 코딩 과제와 시험으로 성적을 냈는데 시험 성적이 극과 극으로 갈립니다.
웬만큼 망해도 F는 잘 안주시는 듯 합니다.",도움이 돼요 0
345,19-2,COSE380,디지털신호처리,백승준,#화(3-4) 목(3-4),1,흐르는대로,4,5,3,4,"수학에 자신 있으시면 추천합니다.
생각보다 어려워요.",도움이 돼요 0
346,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,별난거북거북,5,5,4,5,"출석체크 : 매일 정말 매일 하십니다. 말 그대로 매일 하십니다. 
난이도 : 컴과 수업인데 수학 공부를 더 많이 하는 느낌적인 느낌. 그래서 그런지 더 어려운 거 같은 느낌적인 느낌느낌
학습량 : 수학 공부를 해야해서,,,조금,,,힘들었어요,,,하지만 열심히 하신다면 여러분은 하실 수 있을거에여,,,
학점 : 원래 내가 받아야 할 학점에서 +하나 붙은 느낌?
성취감 : 정보보호라는 과목이 생소해서 그런지 몰라도 정말 많이 배웠습니다. 요즘은 수학을 써서 암호화를 하는구나, 이런 방법도 있구나 하는 느낌. 개인적으로 정말 재미있게 들었던 수업입니다.
교수님께서 출장의 요정이셔가지고 한 학기에 두 번정도 출장을 가셔서 주말이나 공휴일에 따로 보충수업을 들었던 기억이 있어요. 하지만 강의가 흥미로워서 주말에도 학교를 가게되는 매직. ppt도 굉장히 자세하고 교수님의 강의력도 좋은 편이셔서 기억에 많이 남네요. 꼭 들으세요",도움이 돼요 1
347,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,Charles Lin,5,4,4,5,꿀 수업이다. 조금 어려운데 열심히 공부하면 B 이상 평가를 받기 어렵지 않다.,도움이 돼요 0
348,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),3,kmkm,5,4,2,2,과제를 1~2주간격으로 내주시고 중간에 텀프도 있어 과제가 많은편,도움이 돼요 0
349,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,jinyus,4,4,4,5,"어느 정도의 수학 지식을 요구하기에 꽤 난이도 있게 느껴집니다.
관련 내용을 코딩하는 것 자체는 큰 어려움은 없습니다.",도움이 돼요 0
350,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,싸맹구,5,5,3,4,수업이 어렵고 텀프 또한 손을 못댈 정도로 어렵지만 공부를 함에 있어 성취감이 많이 드는 과목입니다.,도움이 돼요 0
351,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,NingGen,4,4,5,3,과목이름은 정보보호지만 사실상 암호수학같은 느낌의 수업이었다. 영어로 수업을 진행하시지만 어려운 부분이 있을때는 학생들이 이해하지 못한다고 생각하면 한글로도 설명을 해주셔서 빠른 진도에도 어느정도 수업을 따라갈 수 있었다. 프로젝트 2개에 챕터마다 과제가 있었고 과제는 그닥 어려운편은 아니었지만 중간 프로젝트가 많이 어려웠던 것 같다. 시험문제는 강의만 잘 들었다면 풀 수 있는 정도의 문제였다.,도움이 돼요 0
352,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,7uly,4,4,4,4,"출석은 초반에만 부른다 하셨지만 결국 매번 부르셨습니다.

수업은 영어로 진행하다 보니 안그래도 어려운 내용 알아듣기 힘들 수 있습니다.

과제가 자주 나가서 버거울 순 있지만 금방 해결 가능한 문제들이고

텀 프로젝트 2번은 조금 많이 어렵게 느껴졌습니다.

정보보호에 관심이 있으신 분들은 꼭 들어야 하는 수업이라 생각하구요, 

학점도 비율에 맞춰서 주시는 것 같습니다.",도움이 돼요 0
353,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),2,호롤룰롤로,5,5,2,2,"교수님 일정 때문에 휴강과 보강이 잦습니다.
난이도도 높고 학습량도 많아서 쉬운 수업을 원하시는 분은 다른 수업을 들으시길..",도움이 돼요 0
354,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),1,BRU,4,3,4,5,"1. 매 시간 출석체크

2. 매주 혹은 격주마다 과제 / 중간 프로젝트 / 기말 프로젝트

  과제 
     - 논문 읽고 내용 정리, 수업한 내용 실제로 구현, 계산문제 풀이 등
     - 많은 시간 요하지 않음

  중간 프로젝트
     - 선형 공격에 대한 논문 읽고 직접 구현해보기
     - 2 ~ 3 일

  기말 프로젝트
     - RSA, ElGamal 구현해보기
     - 과제와 비슷한 수준

3. 중간고사 / 기말고사

  - 자잘한 내용보다는 큰 흐름 출제
  - 중간, 기말 모두 계산하는 문제 있음
  - 수업 슬라이드에만 있는 퀴즈 출제 (제공 슬라이드에는 없음)
  - 기말고사 계산기 필수


-: 
 진도가 빠르고 세세한 부분 설명 x
 몇몇 의미 불명확/부정확한 슬라이드
 수업 슬라이드에만 있는 퀴즈 혹은 증명 

+: 
 전달력 좋으신 편
 수업 내용과 관련한 읽을 거리(논문) 제공",도움이 돼요 0
355,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,참깨스틱1,3,4,4,5,학습량이 적은 편은 아닙니다. 그만큼 얻어갈수있는게 많은 강의입니다.,도움이 돼요 0
356,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,xxdgxx,5,4,4,4,"Really interesting class. Professor is very attentive and answers all questions. But do not take this class if you have a lot of other major classes. There are 2 projects, 2 exams, and assignments almost every week. The first project(middterm) was very difficult.",도움이 돼요 0
357,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,angnong,5,5,4,5,"솔직히 어려운만큼 배워가는 것도 많은 과목.
기본적인 정수론부터 시작해서, 암호 수학까지 폭 넓은 분야의 지식을 쌓아 갈 수 있다.
학점도 괜찮게 주시는 편이고, 출석체크도 매일 하심.",도움이 돼요 0
358,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,BarryAllen,4,5,4,5,교수님 원칙성 잘 지겨요. 수업내용 많고 어렵는데 학점 잘 주는 거에요. 공부 못 하는 학생이면 출석 매번 하시면 숙제 열심히 하면 시험까지 최선을 다하면 성적 나쁘지 않다고 생각합니다.,도움이 돼요 0
359,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,샷건샷건,4,4,4,5,"단순 컴퓨터학과 강의 중 몇 안되는 보안과 관련된 강의입니다. 암호학에 대해 총괄적으로 배우며 고전암호부터 시작해서 현대암호를 배우고 암호 알고리즘과 공격법, 신경향 등을 배웠습니다. 영강을 하시지만 말씀을 빠르게 하시는 편이 아니라 충분히 들을 만하고, 질문에 대답을 잘 해주셔서 어려움은 없었습니다. 시험 난이도는 수업 내용과 학습자료를 잘 읽어보시면 충분히 해결할 수 있는 난이도였고, 과제 역시 시간이 오래 걸리는 과제는 아니었습니다.",도움이 돼요 0
360,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,비요리,5,5,4,5,영강인데다 진도도 빠르고 내용도 머리 아픈게 좀 있어서 조금 힘들었다. 그래도 들을만한 강의라고 생각함,도움이 돼요 0
361,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,void,4,4,4,5,"출석체크는 매 시간 시작하기 전에 하십니다.
관련 지식 없이 들으면 꽤나 어렵고 난해할 수 있으나 천천히 구글링+강의자료를 열심히 보면 이해는 가능합니다. 학습량은 중간고사는 무난하나 기말고사는 상당합니다.

중간, 기말 프로젝트가 있습니다. 마감시간이 되면 블랙보드 서버시간 기준으로 칼같이 과제항목이 사라집니다. 늦출이 불가능한 구조이고 따로 메일을 보내도 절대 받아주지 않으시니 넉넉하게 준비해서 제출하시는 게 좋습니다.

강의는 허준범 교수님답게 정말 좋았습니다. 양질의 강의라고 생각합니다.
학점은 프로젝트에 달린 것 같습니다. 중간프로젝트를 기한 내에 제출하지 못해서 B+ 받았습니다.",도움이 돼요 0
362,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,sczcas,4,4,3,5,중간고사는 쉽지만 어떻게 나오는지 몰라서 평균+10점 정도 나옴. 평균은 47이였음. 공부하는게 그닥 어렵진 않았음. 기말부터 어려워짐. 특히 중간에 나오는 프로젝트중 선형공격을 만드는게 있는데 이거 결국 완성 못해서 100점 중 40점 맞음. 망한 줄 알았지만 기말 80점대 정도 나온거 같아서 겨우겨우 a 맞을 수 있었음. 공부하면서 화나지만 재밌음. 학점도 생각보다 잘주심. 나쁘지않음. 성취감 매우 좋음,도움이 돼요 0
363,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,Libertas,2,2,4,3,"허준범 교수님의 정뾰호... 무난하게 좋은 강의입니다. 출석체크 항상 하시고, 과제 주기도 나름 촘촘하며, 빠진 강의는 보강으로 꼬박꼬박 메꾸시는, 높은 수업료 변환 효율을 지닌 강의가 아닐까 싶습니다. 과제가 귀찮을 뿐이지 별로 흥미가 없어도 충분히 이해할 수 있는 내용들이고, 하라는 것 적당히 하면 적당히 학점 챙겨갈 수 있습니다.",도움이 돼요 0
364,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,Kanaris,4,4,4,4,보안 기술에 대한  전반적인 내용을 배울 수 있다. 영강이지만 교수님의 강의력이 좋으셔서 큰 문제는 없었다. 과제 또한 배운 수업 내용을 기반으로 나오는 것들이라 성취감도 있고 수업 내용을 이해하는 데 도움이 되었던 것 같다.,도움이 돼요 0
365,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,버빈,4,4,5,5,"수업이 깔끔하여 질문거리가 별로 없었고 전달력이 좋았습니다.
과제가 많이 있어서 미리미리 공부하고 해야할 필요가 있습니다.",도움이 돼요 0
366,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,35165412,4,4,4,4,"전반적으로 암호에 대해 배우는 수업입니다.
출석은 매번 부르시고 이번에는 교수님이 바쁘셔서 4번 휴강했는데 보강 다 하셨습니다..

설명을 잘 해주시지만 내용이 서로 연관되는 부분도 있고 하다보니 복습하지 않으면 수업 따라가기 힘드실수 있어요
중간 기말 다 보고, 프로젝트 2개 있고 챕터 끝날때마다 과제가 나오는데 과제는 시간 조금만 투자하면 쉽게 끝내는거라 크게 걱정하지 않으셔도 되는데 첫번째 프로젝트가 난이도가 상당히 높았습니다.
시험은 암호화나 복호화를 직접 해야하는 부분이 있어 시간이 부족한감이 있습니다. 계산기 들고갈 수 있으니 웬만하면 꼭 가져가세요",도움이 돼요 0
367,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,Aow,4,4,3,5,"배우는것 많고 강의력도 뛰어나십니다.
대신 시험이 조금 빡세고 텀프도 기말은 쉬웠는데 중간은 좀 빡셌었습니다",도움이 돼요 0
368,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),3,ㅅ7ㅊ5,5,5,3,3,시험난이도는 괜찮은데 과제의 난이도가 어렵습니다,도움이 돼요 0
369,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,바바나우유,4,3,3,3,"암호와 그것의 적용에 대해 기초적으로 배우는 수업입니다.
처음 공부한다면 학습량이 조금 많이 느껴질 수 있을 것 같습니다.",도움이 돼요 0
370,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),2,tony0824,2,4,3,2,"정보보호 수업 자체가 어렵긴 했으나, 많은걸 배웠습니다.
숙제는 적고, 시험 두개는 조금 햇갈립니다. 
시험 전 연습문제는 주지만, 정답을 주지 않아서 고생하였습니다.",도움이 돼요 0
371,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),3,oc0110,5,4,4,3,"수업 내용도 어렵고 시험도 어렵지만 텀프 잘하고 시험공부 열심히만 하면 성적은 잘 받을 수 있는 과목. 정말 노력하는 만큼 받을 수 있고, 수업을 들어야만 시험을 잘 볼 수 있는 과목.",도움이 돼요 0
372,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,findggool,5,3,5,5,"영어실력이 뛰어나셔서 수업을 수강하는데 문제 없습니다.

텀프로젝트가 두 번 나오는데, 첫번째 과제가 진짜 어려웠습니다.

교수님이 주신 hash function을 복호화하는 과제 였는데, 일주일 밤을 지샜습니다.

시험은 비교적 난이도가 쉽습니다. 

피피티만 잘 보시고 다외우시면 무리없습니다. 

피피티 그림 중요하게 보세요!!",도움이 돼요 0
373,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,품품,4,5,3,4,허준범 교수님의 정보보호 수업... 출첵 매번하구요 정보보호가 아무래도 처음 접하는과목이라 생소할 수 있습니다. 강의력이 참 좋으시니 열심히 하시면 아주 좋은 수업입니다.,도움이 돼요 0
374,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,ekfrehflxkd,4,4,4,5,과제많고 프로젝트다있고 시험어렵고 성취감좋고 강의력 좋음,도움이 돼요 0
375,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),3,1nkaaa,5,4,4,5,"Overall this class was very difficult due to the work load. In the beginning of the semester we had homeworks frequently and most of them were very time-consuming (but still very useful to understand the content). The 1st project was too difficult too, and everyone I talked to ended up giving up on the second part of it. Thankfully, the professor adjusted the work load after the first project so the latter part of the semester was better.
Despite this the class was pretty interesting, but I don't recommend taking it if you have a lot of other demanding classes.",도움이 돼요 0
376,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,anjunara,4,4,4,4,"학점도 꽤 잘주시고
영강이지만 강의력도 좋으신것같습니다",도움이 돼요 0
377,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,컬러링,4,4,4,5,"이번 학기 수업 중 가장 많은 노력을 투자했던 수업이었습니다.
과제도 자주 나오는 편인 것 같고, 과제 난이도는 어려운 것도 있고, 쉬운 것도 있었습니다.

영강이다보니, 교수님 설명이 다 영어였지만 듣기 어렵진 않았습니다.
1차 프로젝트 수행 때, 영어로 작성된 4-5페이지 분량의 pdf를 읽어야 했는데,
한번에 이해되지 않아서 애를 좀 먹었습니다.

2차 프로젝트는 수업만 잘 들었다면, 크게 어려울 정도는 아니었던 것 같습니다.

시험은 계산 반 이상, 나머지 서술 형태로 나오는데,
계산문제는 수업시간에 교수님께서 올려주시는 퀴즈 풀어보고,
서술형은 핵심만 잘 기억하시면 큰 문제 없이 쓸 수 있었던 것 같습니다.",도움이 돼요 0
378,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,fudao,4,4,4,4,"교수님 강의력 진짜 좋습니다. 영강인데 이렇게 귀에 쏙쏙 박힌 것은 처음 입니다.
과제는 좀 어려웠지만 얻어 간 것도 많고 학점도 잘 주시는 편입니다.",도움이 돼요 0
379,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,ㅋㅋㄹㅃㅃㅃ,4,3,4,4,"고전적인 암호학 전반에 대한 강의입니다. 강의자료가 상당히 잘 만들어져있고 그대로 시험에 내시기 때문에 공부하기 어렵지 않고, 거의 매주 배운 내용을 써먹는 과제가 나와서 자연스럽게 공부를 하게 됨. 다만 과제의 완급 조절이 안돼서 몇몇 빡센 텀프나 과제로 성적이 갈리는 것 같기도 합니다. 학점은 괜찮게 주시는 것 같음",도움이 돼요 0
380,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,링크,5,5,4,5,"암호학에 대해 배울 수 있는 강의로, 보안에 대해 관심이 없는 사람이라면 어렵게 느껴질 수 있습니다.

과제가 재밌습니다.",도움이 돼요 0
381,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),3,LINDBURG,4,4,4,4,"강의나 과제는 주어지는 자료가 많아서 쉬운편에 속하지만 1차 텀프는 난이도가 많이 뛰었었습니다.
2차텀프는 그걸 고려해서 과제수준으로 난이도가 다시 하향되었는데 내년에는 어떨지 모르겠네요
학점은 잘주셔서 추천",도움이 돼요 0
382,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),5,K000,4,4,4,5,"보안과 관련하여 암호수학 기반의 보안 내용을 학습합니다.

이희조 교수님과는 살짝 다루는 주제가 다른것 같은데 수학적인 내용 기반으로 암호와 보안에 대해 관심이 있거나 배우고 싶다면 추천드립니다.

막 어렵지 않은 것 같지만 그 때 그 때 강의 내용을 잘 따라가야 하고, 수업때만 알려주시는 것들이 있는데 이게 시험에 거의 다 나오기 때문에 강의를 놓치면 시험을 잘 치기는 어렵습니다.

텀 프로젝트는 매번 다른 것 같은데 보통 암호 알고리즘을 직접 구현하는 것이고 그 외에 자잘한 과제가 꽤 있습니다.

스스로 공부를 많이 해볼 기회를 주시며, 배울 것이 많고 교수님 발음도 좋고 인성도 좋으셔서 솔직히 웬만하면 만족할만한 강의라고 생각합니다.",도움이 돼요 0
383,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),3,보노보노2,5,5,3,4,"완전 fm대로 강의하십니다. pdf와 교재에 나와있는 내용을 수업하시고 그 내용을 시험으로 내십니다.
수업내용은 정보보호의 완전 기초적인 내용들을 수업하십니다. 하지만 흥미가 있다고 듣기에는 조금 어려웠던 내용들이 많았습니다.
과제는 프로젝트 두번에 상시적으로 배운 정보보호와 관련된 내용을 직접해보는 것을 과제로 내십니다.
솔직히 정보보호를 처음 접하는 입장에서 내용도 생소하고 엄청 어려웠습니다. 또 처음 하는 입장에서 공부량이 상당했습니다. 
학점은 공부한 만큼 주시는 것 같습니다. 참고로 프로젝트는 수업때 배운 내용을 응용해서 프로그래밍하는 내용인데 난이도가 상당했습니다.",도움이 돼요 0
384,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,히미,5,4,4,4,"출첵을 항상 하고 중간 기말 프로젝트, 수시 과제, 중간 기말 시험 봤습니다.

중간 기말 프로젝트가 이중생인 저한텐 참 어려웠었는데 그래도 교수님이 질문하면 다 받아주시고 프로젝트도 자기가 할 수 있는 한에서 참여할 수 있어서 포기 안하고 끝냈습니다. 정보보호에 대한 전반적인 지식 및 많은 자료들을 접할 수 있는 수업입니다.",도움이 돼요 0
385,19-2,COSE354,정보보호(영강),허준범,#화(2) 목(2),4,W1Z,5,5,3,5,허준범 교수님이 워낙 교수에 열정적이신 분이라 강의도 그런편입니다. 매 수업마다 배워야 할 양이 많으며 수학적/전산학적 지식이 대부분이기 때문에 그쪽 방면으로 어려워하시는 분이면 매우 벅찰 수 있습니다. 과제는 배웠던 수업에 나온 내용을 실습하는 내용 위주입니다. 저는 개인적으로 추천하는 강의 입니다.,도움이 돼요 0
386,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),2,꿀강사냥하자,5,4,3,2,"교수님께서 중간에 비쁠 맞은 학생들이 평 안 좋게 쓴 걸 보셔서 서운하다고 하셨는데,
죄송하지만 저도 좋은 평을 하긴 힘들 것 같습니다.
저도 비쁠이 나왔거든요 ...ㅠㅠㅠㅠ 내 성적 돌리도

1. 성적
양아치 마인드일 순 있지만, 저는 오티때 교수님께서 성적은 무조건 잘 주신다고 하시길래 박성빈 교수님처럼 A를 40% 가까이 주시는 교수님일걸 기대하고 갔습니다.
하지만 기말고사 몇 주 전에 당연히 30퍼센트만 A+ 을 받고, 그 및으로는 모두 B+ 이라고 하셔서 멘붕이었습니다. 그냥 상평
안정적인 A를 받으시고 싶은 분들은 주창희 교수님 컴네를 들으시길 권장드립니다. 거긴 절평인거같더라구요. 제 친구들 대부분 주창희 교수님 수업에서 A 받았습니다.

2. 학생들
꿀을 찾아서 왔는지, 잘하는 학생들이 많았습니다. 그게 제가 비쁠을 받았던 원인인듯 합니다.

3. 시험 난이도
존나 어렵습니다. 교수님께서 수업시간때 집어주신 부분을 출제하신것이지만, 알아도 못 푸는 문제들이 더러 있었습니다.
수능 과탐 공부하다가 느꼈던 느낌을 컴네 시험 보면서 다시 한 번 느꼈습니다.

4. 과제
원래 과제가 2개 나올 예정이었는데, 하나만 나왔습니다.
개인 수준에따라 편차가 있을 수 있겠지만, 저는 어려웠습니다.
코드 분석하고, 리눅스 커널을 이용하는 과제였는데, 복잡했습니다.

5. 공부량
공부할거 존나 많습니다. 근데 이건 그냥 컴네 특징같습니다.
존나 외울거 많고 아니 무슨 계속 복습해야돼

6. 강의력
교수님께서 오티때 말씀하셨듯, 강의력을 기대하시면 다른 곳으로 넘어가라고 하셨습니다.
근데 녹음본 들으면 또 이해가 되긴 합니다.

7. 교수님께
죄송합니다 교수님
저는 힘들었어요",도움이 돼요 1
387,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,Youn Taylor,4,3,3,4,학점을 잘 주신다고는 하나 잘하는 학생이 많음,도움이 돼요 1
