,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings4,ratings3,comment,helpful,ratings2
3244,21-2,STAT170,"기초통계학인문계전용반(자연계,통계학과 수강불가)",차재형,#월(2) 수(2),4,재수강은빨리,5,5,5,3,"출석: 매일 체크합니다. 콜라보 자동 출석을 사용하시는데 출석 비중이 생각보다 높아서 무조건 출석하세요. 출석만 제대로 해도 점수는 어느정도 먹고 들어갑니다.

수업: 진도를 폭풍같이 나갑니다. 이번 학기엔 기통을 비모수까지 다 나갔습니다. 강의력이 나쁜 편은 아니지만, 몇몇 개념에서는 쓱쓱 넘어가는게 있습니다.

과제: 1번 있었습니다. 문제풀이었습니다.

시험: 시험이 생각보다 어렵습니다. 제가 통계학이 처음이고 공부를 안 한 것도 있는데, 못 푼 문제가 중간 기말에 매번 있었습니다. 다만 중간은 공부를 덜해서, 기말은 그냥 시간이 부족해서 못풀었습니다. 기말에는 진도를 너무 나간 것을 고려해서 치팅페이퍼 1장을 가져올 수 있게 했습니다.
시험에서 염두에 두어야 할 게 2개가 있습니다.
첫째, 시험에서 시험지와 답지 모두 이름 써서 제출해야 합니다. 하나라도 이름 안 쓰거나 제출 안 하면 그냥 F입니다.
둘째, 시험지에 뭐라도 써야합니다. 문제 푸는 방법을 모르겠더라도 귀무가설 정도라도 써서 부분점수 받으세요.

스타일: 교수님의 사전에 예외란 없습니다. 무언가 공지를 하면, 그에 맞춰야합니다. 요구사항을 지키지 않으면 가차없습니다.

성적: 정말 후합니다. 시키는 것만 하세요. 저는 비쁠만 줬어도 교수님에게 절하려고 했는데 에이 받았습니다.이 강의를 추천!",도움이 돼요 1,5.0
3245,21-2,STAT170,"기초통계학인문계전용반(자연계,통계학과 수강불가)",차재형,#월(2) 수(2),5,명강발굴러,5,5,4,4,"강의방식(비대면 기준): 실시간 collaborate 수업입니다. 강의식으로 진행됩니다.

강의내용: 기초통계학이라는 과목명에서 알 수 있듯이 모든 통계학적 내용을 얕게 배웁니다. 양이 굉장히 많고 방대합니다. 이번 학기에는 비모수적 추론까지 전부 진도를 나갔어요.

강의력: PPT가 블랙보드에 올라옵니다. 교재도 있는데 교재에 있는 연습문제가 과제로 나올 때도 있고, 교재를 읽으면 이해하는데 도움이 많이 되기 때문에 구매하는 것이 좋습니다. 공학용 계산기도 구입해야 합니다. 교수님 강의력이 나쁘신 편은 아니지만, 수업을 듣고 모든 내용을 한 번에 이해하기에는 좀 어렵습니다...교수님이 실제 현장에서 어떻게 통계가 적용되는지 많이 말씀해주십니다. 그리고 교수님이 중요한 공지사항은 수업시간에만 말씀하시고 따로 정리해서 블랙보드에 올리지 않으시기 때문에 수업시간에 잘 들어야 합니다. 중간고사까지는 고등학교 확률과 통계에서 배운 내용이 주를 이루기 때문에 벼락치기도 가능합니다. 이때 점수를 잘 받아놓으셔야 해요. 기말고사는 양도 엄청 많고 다 처음 보는 내용이었습니다. 

평가방식: 과제는 문제 풀어서 이메일로 제출하는 거 1번 있었습니다. 출석이 굉장히 깐깐합니다. collaborate 상에서 1초라도 늦게 접속하면 바로 지각 처리가 되기 때문에 미리 접속해야 합니다. 지각하면 1점 감점, 결석하면 3점 감점입니다. 중간고사는 9 or 10문제, 기말고사는 7문제 출제되었습니다. 중간고사가 익숙한 내용이기 때문에 최대한 여기서 점수를 잘 받아 놓으세요. 기말고사는 치팅페이퍼 1장이 허용되었습니다. 기말을 망쳐서 걱정했는데 예상보다 훨씬 높은 학점을 주셨습니다. 학점을 굉장히 잘 주시는 것 같아요. 포기하지 말고 챙길 수 있는 점수는 확실히 챙기면 예상한 것보다 높은 학점 받으실 수 있어요.

총평: 학점을 잘 받아야 하는데 기초통계학 강의를 반드시 수강해야 한다면 차재형 교수님 강의 들으세요. 학점 미화는 확실히 됩니다.",도움이 돼요 1,5.0
3246,21-2,STAT170,"기초통계학인문계전용반(자연계,통계학과 수강불가)",차재형,#월(2) 수(2),5,흙벽돌,5,4,4,5,기초통계학이라는 이름에 맞게 통계에서 배우는 거의 모든 내용을 다뤘습니다. 그러나 기초적인 내용이라고 하기에는 학습량이나 난이도가 높았습니다. 그래서 수업을 녹화를 따른 실시간으로 듣든 경청을 해야 한다고 생각했습니다. 시험은 중간고사와 기말고사로 나누어서 쳤는데 중간고사는 확률과 통계를 배웠다면 수월하게 따라올 수 있는 내용이었습니다. 물론 그 중에도 공분산이나 상관계수 같은 생소한 개념도 있었습니다. 기말고사가 상당히 범위가 넓고 어려웠습니다. 하루 이틀 공부해서 될 양이 아니고 이해가 동반된 암기를 요하기 때문에 학습 시간이 많이 필요합니다. 그러나 선형 회귀도 다중이 아니라 단순 선형 회귀로 문제를 출제하시고 분산 분석도 이원분류가 아니라 일원분류 분산 분석 문제를 내셔서 난이도를 그나마 낮추려고 했던 것으로 보였습니다. 저는 지각 1번과 결석 2번을 했었는데 이것이 상당히 크게 작용하기 때문에 걱정이 많았지만 다행히 시험에서 무난한 성적을 내어 학점을 잘 받았던 것 같습니다. 배우는 과정은 힘들 수 있지만 해당 내용이 앞으로의 통계 수업에 도움이 될 것이고 학점도 잘 주기 때문에 충분히 들을만한 가치가 있다고 생각합니다.이 강의를 추천!,도움이 돼요 1,5.0
3247,21-2,STAT170,"기초통계학인문계전용반(자연계,통계학과 수강불가)",차재형,#월(2) 수(2),5,janus,5,3,4,5,"통계학에 흥미가 있는지 확인해보고 싶다면 매우 추천드리는 강의입니다. 전반적인 통계학을 한 학기 내에 다루는 강의로 내용은 깊게 다루지 않습니다. 인문계 분반이라 증명이랑 어려운 계산은 다 생략하시고 쉽게 설명해주셔서 난이도는 크게 어렵지 않았습니다.
다만, 이번 학기는 진도가 비모수까지(끝까지..) 나가서 기말고사 때 학습량이 중간고사 때보다 훨씬 많게 느껴졌습니다. 그리고 범위는 많은데, 진도를 급하게 나가시다보니 마지막 부분은 설명을 자세히 안 하시고 넘어갔던 점이 아쉬웠습니다.
중간고사는 고등학교 확률과 통계 수준이고, 교재 예제와 연습문제만 여러 번 풀어보시면 쉽게 푸실 수 있습니다. 기말고사가 중간고사보다는 어렵고 범위도 많아서 공부하기 어렵다고 느끼실 수 있는데, 시험 문제는 생각보다 어렵지 않았고 강의자료의 예제 정도로만 나오니 강의자료 여러번 풀어보시는 걸 추천드립니다. 그리고 이번 기말고사에는 치팅페이퍼 한 장 허용해주셔서 공식은 안 외워도 되었으나 시간이 정말 많이 부족했습니다. 괜히 어려운 문제 붙잡고 있지 마시고 최대한 쉬운 문제부터 빨리 푸시면 좋을 것 같습니다.
그럼에도 불구하고 답안을 작성 못했다는 아쉬움보다는 한 학기 동안 많이 배웠다는 성취감이 더 크게 느껴진 과목이었습니다. 학점도 매우 잘 주시는 편이시니 통계에 조금이라도 흥미가 있으시다면 차재형 교수님 강의 들어보시는 것 꼭 추천드립니다.이 강의를 추천!",도움이 돼요 1,5.0
3248,21-2,STAT170,"기초통계학인문계전용반(자연계,통계학과 수강불가)",차재형,#월(2) 수(2),4,khy0927,5,4,3,4,"기말고사 난이도가 다 풀기 어려울 정도이며, 기말 시험 범위가 중간 이후부터 책 한 권 끝까지 입니다. 중간고사는 이 과목 이전에 통계 과목을 하나라도 들어보신 분이라면 그래도 괜찮게 커버할 수 있지만, 기말고사는 새로운 내용도 많고 어려운 공식도 많아서 쉽지 않습니다. 또한 기말고사 방식이 'cheating sheet'를 활용하는 방식으로, 공식을 적어갈 수 있게 해 주셨습니다. 그런데 이로 인해 공식에 대한 설명을 거의 대충 하시고 문제로는 출제하시는 단점이 발생하였습니다. 그리고 치팅 시트를 작성할 때 일목요연하게 생각보다 많은 공식을 적어야 한다는 점을 기억해 두세요. 저는 뭔가 교수님이 강조하신 것 위주로 적어갔다가, 안 적어온 공식에서 문제가 나와서 당황한 기억이 있습니다.
기말고사 문제를 반 정도는 풀지 못하였는데, 중간고사는 그래도 괜찮게 풀었고, 출결에 문제가 없어서 나쁘지는 않게 학점을 주셨습니다. 학점 미화가 되는 강의이지만, 기말 공부를 각오하셔야 될 거에요.",도움이 돼요 0,5.0
3249,21-2,STAT170,"기초통계학인문계전용반(자연계,통계학과 수강불가)",차재형,#월(2) 수(2),3,유유잉,4,4,2,3,교수님께서 진도를 그냥 쭉쭉 나가시면서 설명을 자세히 안해주십니다..ㅜ 혼자서 공부를 많이 하셔야 할 거에요! 한 학기동안 굉장히 힘들었지만 학점을 잘 주셔서 그나마 괜찮았습니다!,도움이 돼요 0,5.0
3250,21-2,STAT170,"기초통계학인문계전용반(자연계,통계학과 수강불가)",차재형,#월(2) 수(2),4,loolloolalla,4,5,4,4,"실시간 비대면 강의이고, 출석은 어떻게 체크하시는지는 잘 모르겠지만, 매번 하시는 것 같습니다. 지각이나 출튀나 모두 감점이나 F가 될만한 요소들이기 때문에 제시간에 잘 들어오셔서 끝까지 잘 들으셔야합니다. 
수업 내용은 교수님께서 깔끔하게 잘 설명해주셔서 좋으나, 강의만으로는 해결 되지 않는 내용들이 있어 따로 더 찾아서 공부를 해야합니다. 솔직히 전 중간고사도 그렇게 쉽다고 느껴지진 않았으나ㅜ, 기말은 못 푸는 문제가 있을만큼 내용이 어렵기 때문에 수업때마다 열심히 듣고 복습도 철저히 해야합니다. 게다가 저희는 진도를 끝까지 나갔어서 양도 정말 방대했습니다. 그래서 저는 회귀까지밖에 공부 못했는데 그 부분 중심으로 문제가 출제되어 그나마 다행이었습니다. 물론 그 뒤에 진도에 대한 문제가 하나 나오긴 했으나, 회귀 전까지가 거의 대부분의 문제로 출제되었던 것 같습니다. 
과제는 중간고사 전에 딱 한번 있었고, 그냥 문제 하나 풀고 제출하면돼서 큰 부담은 없었습니다. 대신 중간, 기말고사 대면시험을 보고 오픈북은 아니며, 어렵습니다ㅜ...
아무튼 이 과목은 학점 미화돼서 다행입니다... 2학기 내내 너무 힘들었어요ㅠ이 강의를 추천!",도움이 돼요 0,5.0
3251,21-2,STAT170,"기초통계학인문계전용반(자연계,통계학과 수강불가)",차재형,#월(2) 수(2),5,뉴후,5,4,5,5,"통계학에 대해 전체적으로 훑는 강의입니다. 통계학의 기본적인 용어(관찰, 실험, 모집단, 표본, 모수 등등), 확률, 표본분포(카이제곱, t, F분포), 추정, 검정, 회귀분석, 분산분석 등에 대해 배웁니다. 통계학 이중에 관심이 있으시다면 결정 전에 있어 꼭 들어보시면 좋을 것 같아요! 시험은 모두 대면이었고, 과제가 1번 있었습니다. 중간고사는 확률과 통계+@ 같은 느낌인데, 기말고사는 상당히 어렵습니다.. 강의와 교재의 흐름을 따라가며 공부하시면 좋을 것 같습니다!!(앞 내용을 이해해야 뒷 내용을 매끄럽게 받아들일 수 있습니다.) 중간 점수는 정경대에 방문해 직접 확인할 수 있습니다. (콜라보에 공시 안 해주십니다) 기말 점수는 따로 알려주지 않으셔서 제가 잘 친 건지 뭔지 모르겠으나 a+을 받았습니다. 교수님께서 학점을 잘 주시는 것 같습니다 ㅎㅎ 통계학에 관심 있으시다면 꼭 수신해보세요!!이 강의를 추천!",도움이 돼요 0,5.0
3252,21-2,STAT170,"기초통계학인문계전용반(자연계,통계학과 수강불가)",차재형,#월(2) 수(2),3,냐암,5,5,3,3,"학습량은 엄청 많은데 교수님께서 진도를 엄청 빠르게 나가십니다. 중간고사 범위까지는 내용도 크게 어렵지 않고 범위도 기말만큼 많지 않아서 그냥저냥 따라갈 만했는데, 그 이후에는 그냥 헬....입니다.... 뒤로 갈수록 공식이 너무 많은데 교수님께서도 대충 언급하시고 그냥 날리십니다. 근데 시험에는 나옵니다. 물론 기말고사 때에는 에이포 용지 앞뒤로 컨닝페이퍼를 준비해올 수 있게 해주셨는데, 음....딱히 엄청난 도움은 되지 않았습니다. 
그리고 제가 알기로는 기초통계학 책에 원래 비모수가 있어도 그 부분까지 진도를 잘 안나가는 걸루 아는데 이번에는 진도를 비모수까지 나갔습니다. 당연히 시험 문제에도 나왔습니다. 
시험은 중간, 기말 모두 어려웠고 중간고사 성적은 교수님께서 말씀해주신 날짜와 시간에 가야만 확인할 수 있었습니다. 기말고사 성적은 따로 나오지 않았습니다. 
출석은 교수님께서 따로 부르지는 않았는데 블랙보드 시스템으로 자동적으로 체크된 것 같습니다. 
출석은 완벽했지만 시험은 중간,기말 둘 다 망쳤는데 성적은 B+ 나와서 생각보다 잘 주신 것 같습니다.",도움이 돼요 0,5.0
3253,22-1,COSE101,컴퓨터프로그래밍I컴퓨터학과 신입생,정우열,#금(5-6),4,inyou22,4,4,4,4,"교수님 딕션도 좋고 질문도 잘 받아주시고, 꽤 좋습니다.
다만 학습량은 좀 있어요. 거의 매주 과제가 나갔습니다. 하지만 컴퓨터학과에 적응하기 위해 이정도는 배우고 시작해야 하는것 같습니다. 시험은 하드코딩해도 맞은걸로 쳐주니까, 최대한 점수를 챙기세요!!이 강의를 추천!",도움이 돼요 0,3.0
3254,22-1,COSE101,컴퓨터프로그래밍I컴퓨터학과 신입생,정우열,#금(5-6),4,dlwnsdud103,5,5,4,3,정말 착하시고 잘 해주시지만 컴퓨터는 능력을 많이 타서… 사실 자신이 c언어 코딩을 잘하면 무난하게 에쁠 먹을 수 있는 과목입니다. 전자출결로 해서 출석도 자유롭구요 . 자신있으시면 그냥 날먹가능한 수업일 수 있습니다,도움이 돼요 0,3.0
3255,22-1,COSE101,컴퓨터프로그래밍I컴퓨터학과 신입생,정우열,#금(5-6),4,sam_o_o,5,5,5,5,"수강신청 하기 전에, 열심히 공부하면 좋은 성적 받을 수 있다는 리뷰들 보고 듣게 됐는데... 역시 완전 코딩 초보자에게는 너무 힘든 수업이었네요. 교수님 강의력은 매우 매우 좋으시고, 온라인저지를 통해 코딩문제 푸는 시험 스타일도 너무 좋았습니다. 그저 제가 못 따라갔을 뿐,,, 시험은 중간, 기말 두번 보고, 과제는 매주 온라인 저지에 올리신 코딩 문제 3-4개 푸는 정도였습니다. 수업시간에 집중해서 듣고, 복습만 열심히 하면 좋은 성적을 받을 수 있을 거 같긴 한데, 노베이시면 안 듣는 걸 추천드려요. 출석은 수업 시작 5분전에 블랙보드를 통해 했고, 학점은 꽤 후하게 주시는 편이라고 생각했습니다.",도움이 돼요 0,5.0
3256,22-1,COSE101,컴퓨터프로그래밍I컴퓨터학과 신입생,정우열,#금(5-6),4,Heyhe,5,5,4,5,"출석은 블랙보드 출석입니다. 블랙보드에서 출석 눌러놓고 실제로는 수업 안 들으러 가도 상관 없습니다. 강의도 녹화한 거 구글 드라이브에 다 올려주세요.

매주 온라인 저지 과제가 있습니다. 많을 때는 5개, 적을 때는 1개 나왔어요. 기한은 다음 수업 전까지라 꽤 넉넉한 편이고 축제 때부터는 2주로 늘려주셨어요. 교수님이 학생들 편의도 많이 봐주시는 거 같고 엄청 친절하세요. 과제 풀다가 왜 틀렸는지 모르겠을 때 메일 보내면 반례나 틀린 부분 알려주십니다. 과제 좀 어려울 때도 있긴 한데 실력 향상에 도움이 많이 됩니다.

중간, 기말도 온라인 저지로 봅니다. 개념 관련한 필기 시험도 없고 손코딩도 없어요. 이게 깔끔해서 좋은 거 같습니다. 중간이 기말보다 어렵게 출제됐고 시험 난이도는 좀 있는 편입니다. 학점은 딱 한 만큼 주시는 거 같아요. 시험 보면 등수가 다 나오는데 그걸로 (행복 회로 돌리지 말고 현실적으로) 대충 유추하면 딱 그 정도로 학점이 나옵니다.",도움이 돼요 0,3.0
3257,22-1,COSE101,컴퓨터프로그래밍I컴퓨터학과 신입생,정우열,#금(5-6),5,jamie1608,4,2,5,5,"매 수업시간마다 간단한 이론 강의를 하고, 실습을 1시간 동안 진행하셨습니다. 항상 수업시간 때 열정을 가지고 진행을 하셔서 학생들이 잘 따라가면 얻을게 정말 많은 수업이었습니다. 교수님께서 실무를 하시다가 오신 분이셔서 실무 관련된 의미있는 얘기도 해주셔서 정말 좋았습니다. 대신 만약 공부를 하지 않는다면 학점이 좋지는 않을 것 같습니다..이 강의를 추천!",도움이 돼요 0,5.0
3258,22-1,COSE101,컴퓨터프로그래밍I컴퓨터학과 신입생,정우열,#금(5-6),5,ryan040,3,3,4,5,컴퓨터 프로그래밍 다른분반에 비해 시험도 온라인 저지로 봐서 쉽고 시험점수대비 학점도 잘주시는 편입니다 수업 전후에 질문도 친절히 받아주십니다이 강의를 추천!,도움이 돼요 0,5.0
3259,22-1,COSE101,컴퓨터프로그래밍I컴퓨터학과 신입생,정우열,#금(5-6),5,도긩이,3,4,5,5,"정우열 교수님은 그저 신 그 자체십니다. 우선 다른 교수님과 다르게 온라인 저지라는 방식을 이용하여 시험, 과제를 체크하셔서 코드가 test case에 맞게만 작성되면 정답처리를 해주십니다. 다른 교수님들은 손코딩, 개념중심 수업을 중심으로 하신다고 볼 때, 실용적이고 간편한 방식으로 수업을 진행하셔서 매우 만족스러웠고, 질문이 있을 때 언제든지 답변해주셔서 너무 감사했습니다. 학점도 본인이 노력한다면 A0이상은 나올 것 같습니다.이 강의를 추천!",도움이 돼요 0,5.0
3260,22-1,COSE101,컴퓨터프로그래밍I컴퓨터학과 신입생,정우열,#금(5-6),5,민3,3,3,5,5,"다른 분반보다 확실히 많이 편한 강의 인 것 같습니다 

저는 일단 파이썬, 자바 경험은 있었지만 씨언어는 처음이었고 
교수님이 잘 설명해주시고 강의영상도 구글로 올려주셔서 공부하기 편했다고 생각합니다

시험은 오픈북 (인터넷 가능, 하지만 시간이 부족하기 때문에 저는 개인적으로 비추) 온라인저지로 코딩 문제 8개 푸는 형식이고, 실시간으로 리더보드가 있어서 조금 게임같이 느껴져서 재밌었습니다
다 못 풀어도 부분 점수 ( 테스트 케이스) 잘 챙기면 높은 점수 받을 수 있어요이 강의를 추천!",도움이 돼요 0,3.0
3261,22-1,COSE101,컴퓨터프로그래밍I컴퓨터학과 신입생,정우열,#금(5-6),4,hoonie2j,5,5,4,4,"oj(온라인저지)로 채점을 하시기 때문에 매우 합리적인 시험, 과제 결과점수를 얻을 수 있었습니다. 하지만, 과제가 좀 어려운 경우가 많고, 시험문제들은 백준 문제가 나오는데 상당히 시간내에 풀기 빡셉니다. 백준 문제를 잘푸신다면 강추드리고, 열심히 공부하고 싶다면 또 강추드립니다. 하지만 아마 열심히 안할거같은 사람들은 좀 힘들겁니다...",도움이 돼요 0,1.0
3262,22-1,COSE101,컴퓨터프로그래밍I컴퓨터학과 신입생,정우열,#금(5-6),3,rlqrukfm,4,5,5,3,과제도 어렵고 시험 문제도 시간 내에 풀 수 있는 난이도가 아니었습니다. 컴퓨터로 제출하는데 교수님이 따로 채점을 하시는지 컴퓨터가 채점하는 건진 모르겠지만 부분점수도 별로 안 줍니다. 타과생이고 C언어를 할 줄 아는 게 아니라면 하지 마세요.,도움이 돼요 0,3.0
3263,22-1,COSE111,전산수학I(영강)컴퓨터학과 신입생,김승룡,#화(7-8) 목(7-8),4,핑귄,4,5,5,3,"선형대수학입니다.
어렵습니다.
수업을 들어도 제대로 이해가 안될때가 꼭 생깁니다.
교수님께 질문하면 친절하게 답해주십니다.

근데 중간을 말아먹었어요..ㅎㅎ
평균 언저리가 나왔길래 기말때는 더 열심히 공부했습니다.
그랬더니 평균에서 조금 높은 점수가 나왔더라구요..?
근데 학점은 A가 나왔습니다.

교수님 감사합니다

(시험기간 몇 주 전부터 꼭 홈워크를 주십니다. 그걸 해결하다보면 밤을 새게 된다는 단점은 있었습니다... 근데 머리 좋은 분들은 잘만 하시더라구요...ㅎㅎㅎ)",도움이 돼요 0,5.0
3264,22-1,COSE111,전산수학I(영강)컴퓨터학과 신입생,김승룡,#화(7-8) 목(7-8),4,killua,4,4,3,3,개인적으로 수학은 워낙 힘든데 이 수업은 진짜 힘들었습니다. 이해해야 할 이론들은 겁나 많고 시험도 조금 힘듭니다. 기출 문제는 잘 푸시면 시험도 형식은 거의 그대로 나오니까 성적을 잘 받을 수 있을 것 같습니다! 교수님은 친절하세요.이 강의를 추천!,도움이 돼요 0,3.0
3265,22-1,COSE111,전산수학I(영강)컴퓨터학과 신입생,김승룡,#화(7-8) 목(7-8),4,상철,4,5,5,4,교수님 친절하고 전공능력을 너무 뛰어납니다. 수업도 재미있고요. 수업이 어려운데 교수님이 좋은 점수를 줄 것이라서 너무 좋습니다.,도움이 돼요 0,5.0
3266,22-1,COSE111,전산수학I(영강)컴퓨터학과 신입생,김승룡,#화(7-8) 목(7-8),5,우헤헹,4,3,5,5,"최소한의 공부만을 한다면 어렵지 않게 학점을 받아 갈 수 있는 강의입니다. 무엇보다 교수님이 누구보다 학생들을 진심으로 생각하시며, 열정을 가지고 수업에 임하십니다. 자잘한 개념조차 자세히 설명 해주시며, 심지어 유툽에 강의도 올려주셔서 복습하기 좋았습니다. 여러모로 최고의 교수님이라고 생각됩니다. 고민된다면 무조건 김승룡 교수님이 옳습니다.",도움이 돼요 0,3.0
3267,22-1,COSE111,전산수학I(영강)컴퓨터학과 신입생,김승룡,#화(7-8) 목(7-8),5,에이플폭격기,3,3,5,4,다른 건 몰라도 전산수학은 무조건 김승룡 교수님. 영강이어서 빼는 바보 멍청이가 없길 바람.이 강의를 추천!,도움이 돼요 0,5.0
3268,22-1,COSE111,전산수학I(영강)컴퓨터학과 신입생,김승룡,#화(7-8) 목(7-8),5,scarlett0720,5,5,5,5,영강이지만 중간중간 학생들이 이해하기 쉽도록 한국어로도 설명해주십니다. 교수님 너무너무 친절하시고 물론 학습량도 많고 어렵기도 했지만 학생들이 최대한 이해하기 쉽게 설명해주시는 거 같아요! 학점도 너무 잘 주시고 진짜 최고입니다.,도움이 돼요 0,5.0
3269,22-1,COSE111,전산수학I(영강)컴퓨터학과 신입생,김승룡,#화(7-8) 목(7-8),5,PLANET,2,3,5,5,"이 강의에 걸리신 분들, 축하합니다. 많은 것을 배우게 되고, 그에 비해 시험의 난이도가 낮은 편이라 학점 또한 잘 챙겨주십니다.이 강의를 추천!",도움이 돼요 0,5.0
3270,22-1,COSE111,전산수학I(영강)컴퓨터학과 신입생,김승룡,#화(7-8) 목(7-8),4,바다포도,5,4,5,5,"컷이 좀 깐깐한 것 같습니다. 과제 다 만점이고 시험도 평균보다 좀 낮은정도인데, B+받았어요.. 교수님 좋아하고 정말 열심히 했는데ㅠㅠ
근데 과제가 정말 쉬워요.. 문제도 일주일에 3-4개? 만풀면되고 답지도 있어서 과제는 수월합니다.
중간 기말도 족보랑 똑같이 나와요. 족보도 투명하게 블보에 다 공개해주십니다.이 강의를 추천!",도움이 돼요 0,1.0
3271,22-1,COSE111,전산수학I(영강)컴퓨터학과 신입생,김승룡,#화(7-8) 목(7-8),5,rhrhrhrh,4,5,4,4,강의 내용도 어렵고 교수님이 영어로 하셔서 알아듣기도 힘들었지만 학점 하나는 정말 기가막히게 주십니다. 그리고 교수님이 천사십니다.,도움이 돼요 0,5.0
3272,22-1,COSE111,전산수학I(영강)컴퓨터학과 신입생,김승룡,#화(7-8) 목(7-8),4,고컴22,5,5,5,4,"강의력이 굉장히 뛰어나시고 학생들을 위한 배려심이 깊으신 교수님이십니다.
매 강의의 녹화본을 올려주시고, 기출 시험도 주시면서 영어강의지만 비교적 쉽게 따라갈 수 있었습니다.
하지만, '비교적'쉽게 입니다. 제가 영어를 잘 하는 편은 아니기에, 이해함에 있어 어려움이 있었습니다.이 강의를 추천!",도움이 돼요 0,3.0
3273,22-1,MATH240,미분방정식및연습(영강),김경훈,#화(6) 목(6),3,고대생1234,3,3,3,3,"영강으로 대면 수업했었고, 중간,기말 모두 시험 직전에 기출문제를 올려주셨고 그 기출문제와 유형이 거의 동일했습니다.",도움이 돼요 0,5.0
3274,22-1,MATH240,미분방정식및연습(영강),김경훈,#화(6) 목(6),4,나붕,4,4,5,5,"문과생 독강이라 걱정 많았는데 기출 위주로 나와서 괜찮았던 것 같아요

기출 많이 푸시는거 추천드립니다",도움이 돼요 0,3.0
3275,22-1,MATH240,미분방정식및연습(영강),김경훈,#화(6) 목(6),5,크램린,4,4,5,4,"보통 필기노트 주시고 거기서 다나오고 중간 기말 시험으로만 평가해서 깔끔해요
설명도 깔끔하고 일찍 끝내주십니다.",도움이 돼요 0,5.0
3276,22-1,MATH240,미분방정식및연습(영강),김경훈,#화(6) 목(6),5,물진남,5,5,5,5,"정말 무난한 강의입니다. 출석은 아예 안 부르시고, 과제도 없고, 평가는 오로지 시험 두 번으로 이루어집니다. 수업은 100% 영어로 하셨습니다. 시험은, 시험기간에 강의록과 지난 시험 문제를 올려주시는데, 이것만 공부해도 다 맞을 수 있게 나옵니다. 증명 문제는 수업 시간에 무엇을 낼 지 힌트를 주십니다. 중간고사는 증명 문제가 꽤 있었고, 기말고사는 한 문제 외에는 다 문제 풀이였습니다. 수업은 꽉 채워서 하지 않으실 때가 많습니다. 학습량과 난이도도 부담없는 좋은 강의였습니다. 학점도 절대평가로 잘 주시는 것 같습니다.이 강의를 추천!",도움이 돼요 0,5.0
3277,22-1,MATH240,미분방정식및연습(영강),김경훈,#화(6) 목(6),5,빡빡빡,4,4,4,4,"강의력은 좋으신데 발음이 잘 안들려서 4점 했습니다
체계적으로 잘가르쳐주시고 판서 pdf도 주시고 배우는 내용이 어려울 수는 있는데 시험은 풀기 쉽게 내십니다 학점도 잘주십니다이 강의를 추천!",도움이 돼요 0,5.0
3278,22-1,MATH240,미분방정식및연습(영강),김경훈,#화(6) 목(6),5,kjw130218,3,3,5,5,"수업 내용이 전체적으로 어렵지 않고, 교수님의 강의만 잘 따라가면 좋은 성적을 받을 수 있을 것이라 생각된다. 학습 방향을 정할때 연습문제 풀이보다는 이론에 대한 전체적인 이해가 중요하다고 생각되고, 수업과 복습을 통해 충분한 학습을 할 수 있을거라 생각된다.이 강의를 추천!",도움이 돼요 0,3.0
3279,22-1,MATH240,미분방정식및연습(영강),김경훈,#화(6) 목(6),5,불량백곰,4,4,5,4,"우선 과제가 아예 없고, 출석도 없습니다. 그냥 중간 기말 각각 100점씩해서 200점으로 학점이 나옵니다. 따라서 시험이 모든 걸 결정한다고 할 수 있겠습니다. 영강이라 절대평가로 진행하셨고, 전체적으로 다들 점수를 잘 받아가서 A+ 노리신다면 다소 빡샐 수 있습니다. 강의자료를 전부 주셔서 솔직히 수업시간에 필기하시는 거 필사 안해도 전혀 문제 없고, 기출도 시험 전에 올려주시기 때문에 족보 구할 필요도 없습니다. 시험 문제는 올려주신 강의자료에서만 나오니까 기출이랑 강의자료만 가지고 공부하셔도 되요. 다만, 강의자료 설명이 완벽하게 되어 있지는 않아서 필기는 안해도 수업은 빠지지 않고 들으셔야 따라가는데 문제 없으실 겁니다.이 강의를 추천!",도움이 돼요 0,5.0
3280,22-1,MATH240,미분방정식및연습(영강),김경훈,#화(6) 목(6),5,사랑이지롱,3,2,4,5,"영강이어서 처음에는 무서웠는데 정말 수학과과목 중에 이거 안들으시몈 후회하실거에요!
그냥 공식들 외우기만 하면 되는거여서  잘 외우기만 하면 학점 잘 받으실거에요. 과제도 없구 절대평가여서 최고입니다이 강의를 추천!",도움이 돼요 0,5.0
3281,22-1,MATH240,미분방정식및연습(영강),김경훈,#화(6) 목(6),3,모아나,4,4,3,3,"문과생이 듣는다면 이 교수님 수업을 추천한다는 평을 보고 수강하였습니다. 그리고 이는 잘못된 선택이었습니다. 시험전에 시험범위에 해당하는 수업 자료를 올려주시고, 지난 기출도 올려주시고, 수업 시간에 배운 범위 내에서 그대로 나오는 것은 맞습니다. 하지만 저에겐 그 모든 증명과 풀이 과정을 수업시간에 이해하며 따라가는 것부터 시험을 위해 외우는 것까지 모든 단계가 너무 생소하고 힘든 일이었습니다.  미적에 대한 기본 지식이 있으며 증명 등을 암기하는 데에 자신이 있으신 분들께는 추천드리나, 미적분이 숙지가 덜 된채로 암기로 문제를 풀겠다는 문과생에게는 비추천합니다.",도움이 돼요 0,3.0
