,Unnamed: 0,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings2,ratings3,comment,helpful,ratings4
365,365,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),5,sjco0716,4,4,5,5,"제 머리로는 이해하기 어려웠지만, 다 듣고 나니 확실히 기억에 남는게 있어서 성취감은 있었습니다. 학점은 워낙 유명하니 말 할 필요 없고, 수업이나 내용은 그렇게 어렵진 않지만 외우거나 공부를 어느정도 해야됩니다. 과제는 가끔씩 내주십니다.",도움이 돼요 0,5
366,366,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,목표는무도관,3,3,4,2,"솔직히 B+받을정도로 공부를 한건 아닌거같은데, 역시 빛성빈교수님답게 B+을 주셨습니다",도움이 돼요 0,3
367,367,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),3,꿀강컬렉터,3,3,4,3,"녹화 강의였으며, 중간 과제들이 주어졌고 , 기말만 대면 시험을 쳤습니다. 어려운 내용들도 다루셔서 공부하기 쉽지 얂았으나 학점은 잘 주셨습니다",도움이 돼요 0,3
368,368,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,하도르,4,4,5,3,"타과생으로 들었던 수업. 컴퓨터 관련 수학수업은 처음 들었는데, 사실 수학수업이 아니고 거진 논리수업 같았다. 컴퓨터 언어의 기반이 되는 걸 배운 느낌. 이해하기 힘들었지만 과제 열심히(굳이 정답과는 멀어도 혼자 생각해서 써서 제출하는 것이 중요한 것 같다) 제출했다. 배운 내용 학기 중에는 정말 모르겠다가 계속 공부하니 기말 떄는 뭘 배웠는지는 알 것 같았다.",도움이 돼요 0,5
369,369,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,두두두두이이,3,3,5,4,학점을 정말 잘주십니다. 다만 수업내용은 체계적으로 배운다는 느낌보다는 여러 주제를 산발적으로 훑는 느낌이 강하고 시험은 거의 수업내용 단순암기입니다.,도움이 돼요 0,4
370,370,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),3,안녕히계세요,5,5,3,3,강의내용중에 이해가 안가는 부분이 있어도 해결하기 어려웠습니다. 아무래도 온라인 강의이고 메일을 보내도 교수님께서 메일을 많이 받으셔서 그런지 답장을 못 받았어요..,도움이 돼요 0,2
371,371,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,쿠빅,3,3,4,3,"내가 평가할 자격이 있나 싶음
공부를 너무 안함
근데 실강은 잘 하시는지 모르겠지만 온라인 강의는 듣기 너무 힘들고 재미없었음
성적은 잘 주시는듯
백지 냈는데고 C+ 주신거 보면...
근데 문제를 프린트 지가 아니라 펜으로 쓰신 문제들을 복사해서 풀으라고 하는 시험은 처음 봄",도움이 돼요 0,5
372,372,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),2,andp,3,4,4,3,"녹화영강으로 한학기 내내 비대면으로 이뤄진 수업입니다.

ppt자료가 동시에 강의하신 다른 과목과 중간중간 겹쳤습니다.

교수님께서 이 강의뿐만아닌 정말 많은 학생들에게 강의중이셔서 모든 이메일에 일일히 답변하기 어려우셨다는 메일을 보내실 정도로 격무에 시달리셔서 조교분들과 같이 활용하셨으면 하는 아쉬움도 남습니다.

과제와 시험은 크게 연관이 있는 것 같지 않습니다.

교수님께서 좋아하시는 주제가 다른 강의명에 있으므로 참고하시는 것도 좋을듯 해요",도움이 돼요 0,3
373,373,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),5,Qjehdkeidhcn,4,4,5,4,"역시 교수님은 친절하십니다. 학점도 매우 잘 주십니다.
코로나로 인해 온라인 수업이었지만 어려운 부분, 출석 등 메일로 문의한 점에 대해 항상 친절하게 답변해주십니다.
내용도 충분히 따라갈 수 있을 정도였습니다.",도움이 돼요 0,4
374,374,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,머니으드,4,4,4,4,"좋은 강의입니다.
중간전까지는 소팅알고리즘, 그래프 알고리즘 위주로 배우는데, 기말부터는 thoery of computation 위주로 나가면서 내용이 상당히 어려워집니다.
NP P 등을 논하는데, 개념자체도 이해하기 꽤 어렵습니다.
아는 것 많이 적었더니 에이쁠 나왔습니다.
학점은 후하신것같습니다.",도움이 돼요 0,4
375,375,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),5,다수모리,4,3,5,5,"천사님의 알고리즘 강의입니다.
알아듣기는 굉장히 어렵습니다.
하텍때는 잘 가르치셨는데,,,, 영강이 무슨 죄라고,,,
영어 발음이 유튜브 어디 인도 유튜브 st셔가지고,, 좀 어려우나
한번 들리시기 시작하면 좋은 강의일겁니다.
알고리즘이라는 내용 자체가 재밌기 때문에,, 컴퓨터학도라면 싫어할 사람은 없을 겁니다.
수학 싫어하면 싫어할지도 ㅇㅇ?

학점은 뭐 말 안해도 알 거 같네요
수고하세요",도움이 돼요 0,3
376,376,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,튽,5,4,5,4,"한학기 내내 알고리즘 수업이 제일 고통스러웠고, 시험도 제일 못본 과목이 알고리즘이었는데...
학점 보고 모조리 치유받았습니다.
괜히 빛성빈 갓성빈이 아닙니다.
수업은 스캔본과 교수님의 손글씨가 섞인 ppt슬라이드+목소리로 이루어진 일명 소리나는 문서..로 진행되었고, 녹강이었습니다.
수업 들을 당시에는 진짜 뭔말인지 모르겠어서 너무 힘들었는데, 학기말에 교수님께서 리뷰강의를 정말 여러번 올려주셔서 그걸 반복해서 듣다 보니까 살짝 알듯말듯한.. 그정도 경지까지는 올라갔습니다
그상태로 시험공부를 하고 시험을 봤더니, 모든 문제들이 다 분명 보긴 본 내용들인데 정확히는 기억이 안나더군요
그래서 얼추 얼버무려서 대충 모양만 비슷하게 흐릿한 기억들을 쏟아내고 나와서 아 망했다.. 하는 생각에 좌절하고 있었는데
우리의 킹성빈 빛성빈 갓성빈 교수님께서 에이쁠을 주셨습니다.
그래서 다음학기에 또 박성빈 교수님 수업 들으려구요
여러분도 박알고 하세요~~",도움이 돼요 0,5
377,377,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,헷지,2,2,5,3,"이산수학보다는 알고리즘에서 더 의미있게 배웠습니다

여러 알고리즘 다양하게 배우는데 도음 됨
시험응 알거리즘 시간복잡도 쓰는게 대부분이었어요",도움이 돼요 0,3
378,378,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),3,롸롸롸,5,3,5,4,온라인이라 그런지 교수님께서 진도 조절을 잘 못하셨던 것 같습니다. 중간고사 기간에 기말고사 범위까지 다 나갔으니 말이죠...그래도 그만큼 매 시간 복습 내용이 많아 괜찮았습니다. 그리고 xin강의로 진행셨는데 강의영상을 언제 지우는지 공지 없이 지우셔서 조금 당황했었습니다..밀리지 않고 듣거나 녹화를 떠놓거나 하셔야 할 것 같아요,도움이 돼요 0,5
379,379,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),5,khan517,5,5,5,5,학습량도 많지만 그만큼 성취감도 크고 학점도 잘나오는 바람직한 강의입니다.,도움이 돼요 0,3
380,380,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,단과즙,4,5,3,4,솔직히 온라인 강의라 수업에서 뭔가를 얻기는 힘들었지만 매 수업 출석체크 대체과제가 출제되어 수업을 들어야했음. 적당히 어렵고 적당히 학점 주시는 과목인듯 함.,도움이 돼요 0,5
381,381,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,인지,4,4,5,4,학습량이 어마어마하고 과제도 4개정도 나와서 꾸준히 공부를 해야하는 과목임. 학습량이 많은만큼 얻는 것도 많은 수업. 그리고 역시 갓성빈 교수님 A+ 엄청 잘 주심. 개인적으로 영강이었다는 점이 가장 아쉬웠던 과목.,도움이 돼요 0,4
382,382,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),3,이불,4,4,5,2,"다른 알고리즘 분반과 달리 한 학기 동안 코딩 과제가 없습니다. 이번에는 extra point를 얻고 싶은 사람들만 제출하면 되는 코딩 과제가 한 번 있었습니다. 이산수학 내용과 겹치는 부분도 좀 있고, 전반적으로 알고리즘에 대한 실용적인 내용보다는 time complexity 등과 같은 이론적인 부분에 초점을 맞춰서 배우는 수업입니다. 소문대로 학점을 정말 잘 주십니다.",도움이 돼요 0,2
383,383,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),2,dsl,4,4,4,1,"싸강으로 진행되었는데 실시간아니고 녹화강의로 진행되었습니다. 그래서 출석점수가 전혀 없었고 결국 틀어놓고 나중에 몰아듣게 됐네요. 난이도는 영어로 진행되어서 높은 편이라고 생각하고 진도를 팍팍나가셔서 학습량도 많습니다.
그러나 시험의 경우 논술형으로 4~5문제 나오고 답이 정해진 문제라기보다는 개념에 대해 서술하고 설명하는 형식의 문제라서 변별력이 별로 없다고 느꼈습니다... 
오프라인 강의였다면 평이 달라졌을 순 있지만 온라인 강의인 이 강의는 별로인것 같습니다. 학점은 원래 잘 주시는걸로 소문나있으니 얻어가는건 없지만 학점을 원한다면 추천합니다.",도움이 돼요 0,4
384,384,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),5,행복한보노보노,4,3,5,3,"자료구조랑 겹쳐서 그런지 공부하기가 더 수월했던거같아용
쁠몰에다가 비율꽉채워서 주시구용!!
시험은 아는거 다쓰는 형식이라서 달달외워가는게 좋아요!!
잘모르겠어도 대충 아무말이나 적어놓으면 점수를 많이 주셔요!!
그렇다보니 약간 운빨도 심한거같아요..내가 공부한거에서 나오면 장땡이라ㅎㅎ
저는 실제로 시험전날에 한번도 못봤는데 시험보기전에 잠깐 본거에서 많이 나와서
학점은 잘나왔어요 이런방식이 호불호가 갈리긴 하는듯!!!
교수님그리고 완전친절하세요!",도움이 돼요 0,5
385,385,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),3,einnn,2,2,5,2,"학점은 잘 주십니다. 근데 시험이 뭐랄까
좀 교양 같아요
뭔가 전공지식은 얻어간 게 없는 느낌
시험은 리뷰영상에서 다 나옵니다.",도움이 돼요 0,4
386,386,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),1,쓰러지지않는에어맨,3,3,3,3,시험을 잘본거같은데 학점이 아쉬웠다..뭐가문제였을까 ㅠ,도움이 돼요 0,3
387,387,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),1,머서늬,3,3,5,1,"빛-성빈 교수님

시험지에 최대한 아는 것들 끄적이시고, 
교수님 말씀하신대로 그대로 잘 적으시면 학점 문제 없이 잘 받으실 것입니다",도움이 돼요 0,4
388,388,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),5,자유로운토론문화,3,3,5,4,"이산수학이랑 같이 들으면 듣다가 이게 알고리즘인지 이산수학인지 헷갈릴 정도입니다. 같이 들으면 좋습니다.

영어는 잘하면 좋습니다. 못해도 다 어디서 들어봤던 거라 사실 문제는 없을 거 같습니다.

교수님 너무 좋으셔서 과제 낼때마다 메일 주고받으면서 기분 좋았던 과목입니다. 

학습량이 크게 부담되는 건 아니었고 강의 내용 잘 기억해두셨다가 시험보러가시면 잘 하실 수 있습니다.

학점도 너무 잘 주시고 강의도 괜찮고 전반적으로 굉장히 만족스러웠습니다.",도움이 돼요 0,3
389,389,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,에릭센,3,3,4,3,비대면으로 진행됐고 시험 문제는 정의에 대해 서술하는 방식이 많았던 것 같습니다. 전필인데 학습량에 비해 학점 정말 잘 주시는 것 같습니다.,도움이 돼요 0,4
390,390,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,마시멜로우,3,3,5,3,"박성빈 교수님 강의를 이전에 수강해보신 적이 있으시다면, 그 강의들과 매우 유사한 방식과 내용으로 진행됩니다. 전반적으로 다른 분반보다 다양한 알고리즘에 대해 다루기 때문에 양이 많습니다. 그래도 시험 볼 때 문제랑 크게 관련없어도 아는 내용 다 적고 나오면 학점은 굉장히 잘 주십니다. 시험 직전에 정리해주시는 강의가 매우 중요합니다!",도움이 돼요 0,5
391,391,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,ㅂ니둘,4,3,5,3,"박성빈 교수님 강의답게 pnp문제, 정지문제, busy beaver problem 등 박 교수님 수업을 들어봤다면 들어본 것들이 또 나와서 생각보다 무리 없이 들을 수 있습니다. 기말고사는 허점을 찌르도록 나와서 당황스러웠지만 저는 A+을 받아서 좋았습니다.",도움이 돼요 0,4
392,392,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,일나가는증기기관사,3,4,3,4,"유튜브 비공개 영상에 링크를 주차별로 공지해주십니다.
이미 공지된 링크를 지우거나 하시진 않으셔서 언제든 다시 볼 수 있습니다.

강의 중간에 Question이 항상 있으며, 그 날 당일 Qusetion에 대해 답을 올립니다. 따라서 별도의 출석은 없지만 그게 출석의 역할은 한다고 보시면 됩니다. (다만, 강의 안에서 Question만 빠르게 찾아서 답을 제출하고 강의 자체는 나중에 듣는 우회법도 있긴 합니다)",도움이 돼요 0,3
393,393,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),5,koreamed20,3,3,5,4,"교수님의 영어를 이해하기가 어렵지만, 그의 이름은 갓성빈.. 엄청난 학점 미화
PvsNP 이런 거를 다루셨던 기억이 있고 그밖의 기본적인 알고리즘들 다뤘어요",도움이 돼요 0,3
394,394,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),2,Anpfr,5,1,3,1,"원래 빛성빈이신데
싸강 + 영강 조합이라 힘들었음
1시간 15분을 꽉꽉채워서 하심
기말 80퍼센트 한 번 봤는데 범위 중에 네 문제만 내셔서 운빨 크게 작용",도움이 돼요 0,4
395,395,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,대영,3,3,4,4,"박성빈 교수님은 한 것의 몇배로 행복한 학점을 주십니다
강의를 쭉 따라가기만 해도 성공적일거에요",도움이 돼요 0,5
396,396,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),5,할게없다,3,3,5,4,"갓성빈 교수님의 알고리즘 강의였습니다
한학기 내내 온라인 강의여서 쾌적했습니다! 
후반부에 너무 바쁘셔서 가끔 강의가 밀리긴 했지만 교수님 열정도 대단하시고 복습도 자주해주시고, 
과제부담도 그리 크지 않고 무엇보다 학점을 정말 잘 주십니다!",도움이 돼요 0,4
397,397,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),5,으태아두갸턴,4,3,5,5,과제 꾸준히 하고 강의 열심히 들으면 학점 잘나오는 강의입니다. 그러나 싸강으로 듣기에는 집중력이 조금 떨어지지 않나 싶습니다.,도움이 돼요 0,5
398,398,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,PhKD,5,5,5,4,"1). 녹강 1시간 15분 풀강이었고, 수업 첫 날부터 수업 끝 날까지 이어지는 꽉꽉 찬 수업들이었습니다... ㅎㅎ
2). 과제는 5번 정도 했고, 요약/문제풀이/프로그램 만들기 등이었는데, 특히 다익스트라/프림/크루스칼 등 경로 문제와 관련된 알고리즘을 C나 JAVA 등 개인이 사용할 수 있는 어떤 언어로든 만들어 제출하면 +10 되는 과제가 가장 핵심이었던 것 같습니다. 중간고사도 없었기 때문에, 기말고사 배점으로 결정되는 이런 수업에 있어서는 가장 중요했던 과제였습니다.
3). 기말고사 내용은 솔직히 충격...이었습니다. 외운 건 다 안 나와서.. 그냥 아는대로 쓴 수업이었습니다. 문제는 쉬웠지만 전혀 그 포인트를 생각지도 못했기 때문에..
4). 학점은 역시 갓성빈답게 +++",도움이 돼요 0,5
399,399,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),5,규다설,4,3,5,3,"*이산수학(박성빈 교수님) 강의평과 동일, 두 과목 한꺼번에 듣는 것도 추천드려요. 학기 말쯤엔 겹치는 내용이 많아서 학습하기 편한 것 같아요!



출석은 학기 초부터 신경쓰지 않아도 된다고 계속 말씀하셨어요.
학기 내내 녹화 강의로 진행되었는데, 마지막 한 달을 제외하면 수업 영상들을 일주일마다 내리셨습니다.(ex. 1주차 수업은 2주차 첫 강의 올라올 때 내려가는 식) 출석체크 안하신다고 미루면 강의를 놓칠 수 있으니 주의하세요.

하텍과 겹치는 내용이 일부 있어서 먼저 들으신 분들은 비교적 편안하게 수업을 따라가실 것 같아요.
다만 다른 분들도 말씀하셨듯이 교수님의 사이버 강의는 집중이 어려운 편이에요. 정확한 원인은 모르겠지만 움직이지 않는 화면, 75분 동안 빠르게 진행되는 영어강의라는 점이 영향을 준 것 같아요.

과제는 5번 정도 나왔는데 반영비율이 그렇게 크지 않고(20%), 코로나의 영향인지 중간고사는 없고 기말고사(80%)만 봤어요.



학점은 긴 말 필요없고... 그저 빛",도움이 돼요 0,2
400,400,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),3,606,3,1,5,2,학점은 원래 뿌려주시지만 이번 학기 싸강이라 더 뿌려주셨읍니다... 시험 문제가 서술 형식으로 나오는데 그냥 알고 있는거 다 쓰면 됩니다 공부 열심히 안한 내 잘못도 있지만 성취감은 없는 편..,도움이 돼요 0,2
401,401,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),5,쿸쿠쿠쿠,4,3,5,3,기말이 전범위였어서 ㄹㅇ 헬이었음. 그래도 학점은 잘 주심,도움이 돼요 0,3
402,402,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),4,이건되나,4,5,4,4,"일단 강의내용이 절대 쉬운 내용은 아니기 때문에 수업을 들으면서 
굉장히 난해하고 쉽지 않을텐데 그래도 열심히 듣고 들은대로 시험준비하고
최선을 다해 보기만 한다면 
투자대비 결과는 잘 주십니다. 
교수님 정말 친절하시고 젠틀하셔서 
질문도 잘받아주시고 다정하게 말씀 해주셔서 학생들 마음이 편하게끔 만들어 주십니다",도움이 돼요 0,5
403,403,20-1,COSE214,알고리즘(영강),박성빈,#월(5) 금(6),5,엠제이4,4,4,4,5,박성빈 교수님은 그저 빛이십니다.. 아무것도 모르고 들어갔는데 성실하게 공부하고 질문하면 아주 친절하게 가르쳐주세요! 물론 쉽진 않습니다... 진도도 나중에 갈수록 빠르게 나가요. 아무리 코딩 좀 해봤다고 해도 수업 안듣고 시험 쳤다간 큰일 납니다...,도움이 돼요 0,4
404,404,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),1,nebada,5,5,1,4,사실 이번학기 학점은 신뢰성이 없다고 생각하기에 전통을 생각해보면 학점이 매우 짭니다. 그리고 말투 자체가 좀 짜증납니다 듣다보면; 짜증난다기 보다 사실 이게 지켜보는 입장이면 좀 웃긴데 당하는 입장이면 심히 좀 기분이 상하실 말투입니다. 거기다 학습량도 심히 많고 별로 추천드리지는 않습니다...,도움이 돼요 2,4
405,405,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),2,갸앙,3,3,2,2,성적 평가 기준이 완전 교수님 마음대로임! 중간고사 대체 과제 문제가 시험 문제를 만들어보라였는데 어떤분이 기말고사 보고 나오면서 그런 문제 내놓고 정작 본인은 별로네 하면서 나옴. 정연돈의 적은 정연돈,도움이 돼요 2,4
406,406,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),4,커신,3,3,3,4,"온라인 수업이었으며, 많은 것을 배웠습니다",도움이 돼요 0,2
407,407,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),4,컴과졸업하고싶다,3,3,4,3,"데이터베이스 관련과목이 하나라서 이걸 잘 가르쳐야한다는 사명감이 있으신 것 같다.
수업도 짜임새있고 강의력도 좋으시다. 과제도 할 만하고 재미있었다.
하지만 중간고사 대체과제로 중간고사 문제를 만드는 게 나왔는데 그건 너무 평가기준이 모호하고 교수님 마음대로 채점하는 거라 좀 납득이 안 갔다.
기말고사는 그냥 공부한데서 무난하게 나왔던 것 같다.
원래는 학점을 엄청 짜게 주신다고해서 걱정했는데 코로나때문인지 일반적인 교수님 정도로 주신 것 같다.
학점빼고는 좋은 강의인 것 같다.",도움이 돼요 0,5
408,408,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),4,1nkaaa,4,3,5,3,괜찮은 강의입니다. 시험은 쉬운 편이고 학점 잘 주세요,도움이 돼요 0,2
409,409,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),3,LKY,4,3,1,3,"격주에 한번 꼴로 과제가 나오는데, 이 과제는 조교님이 채점하시기 때문에 기준이 그리 빡빡하지 않으므로 열심히 풀어서 제 시간에 정해진 형식으로 제출하시면 됩니다.

교수님의 강의 실력은 좋으신 편이나, 강의소개에서 교수님이 말씀하시듯 학점을 짜게 주시므로 유의하셔야 할 듯 합니다.

그리고 교수님이 직접 채점하시는 중간, 기말의 경우에는 채점기준이 엄격합니다.",도움이 돼요 0,4
410,410,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),2,bsujung97,4,4,1,1,"학점은... 잘 안주시는거 같아요...
과제랑 시험은... 할만합니다.",도움이 돼요 0,3
411,411,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),3,할게없다,4,5,1,2,"교수님 강의력이 좋습니다.
반비례로 학점은 짜게 주십니다
중간고사 전까지는 따라갈만 했는데 중간 이후 배우는게 많다보니 학습량이 많았습니다.
시험은 어려웠습니다.",도움이 돼요 0,3
412,412,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),3,사용할수없는닉네임,4,4,3,4,"학점에 관한 부분은 조금 아쉬웠던 건 사실이지만
그래도 정말 많은 내용을 배웠던 것 같습니다.",도움이 돼요 0,4
413,413,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),3,KL22T,4,4,3,4,"융전생 입장에서 정연돈 교수님 수업은 들을 때마다 어렵지만 배우는건 많은 수업이었음
내가 좀 더 열심히 했으면 더 많이 배웠을텐데 하는 아쉬움도 많은 강의",도움이 돼요 0,2
414,414,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),4,G한130,4,3,3,4,"데이터베이스, SQL 에 대해서 많이 배울 수 있었던 기회였습니다! 기본적인 조작부터 깊이감 있는 내용까지 배우기 좋았습니다! 이번엔 시험을 좀 쉽게 내주셨고 과제도 점수 잘 주신 것 같아요!",도움이 돼요 0,4
415,415,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),4,으아ㅏ아아,4,3,1,4,"갠적으로 강의는 이번 학기 가장 좋았으나 학점이 너무 짰어요...
기말 중간값은 35였고, 중간 중간값은 기억이 안나지만 비슷했던거 같습니다.
과제 만점이었고 중간50 기말68 이었는데 a 받았어요",도움이 돼요 0,4
416,416,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),4,퓨퍄,5,5,3,4,매 챕터가 끝날 때마다 과제가 나왔었고 엄청 어려운 것까지는 아니었지만 과제량 많은 편으로 느꼈음 재난지원학점으로 소문보다는 전체적으로 잘 주셨던 것 같은데 A+ 받으려면 빡셌던 걸로 기억 보람은 진짜 있었다,도움이 돼요 0,5
417,417,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),3,캇쵸,3,3,2,1,"그냥 그저 그럼,,, 온라인이라 그런지는 모르겠지만 진짜 그저 그랬음",도움이 돼요 0,2
418,418,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),3,yeon5555,4,1,3,5,교수님이 수업을 잘하신다. 출석체크는 따로 안하시고 과제도 수업시간에 배운걸 복습하는 용도라고 생각하면 된다. 다만 시험 문제가 조금 헷갈리게 나와서 생각보다 어려울 수 있다. 열심히 하면 학점은 한만큼 잘 나온다.,도움이 돼요 0,5
419,419,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),4,drew,5,4,3,4,꿀강입니다. 교수님 친절하시고 수업도 재밌게 하십니다.,도움이 돼요 0,2
420,420,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),4,2019,4,3,3,3,벼락치기가 아닌 꾸준히 공부를 해와서 암기가 아닌 제대로 이해를 했을 때 풀 수 있게 과제와 시험을 내주시는 경향이 있음,도움이 돼요 0,5
421,421,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),4,허쉬허쉬,4,4,4,4,"데이터베이스 이론 수업. 구현은 안 하고 이론만 배워서 뭔가 붕 뜨는 느낌이 들었다.
그렇지만 배워갈 건 많다. 나중에 어딘가엔 다 쓰일 것 같은데, 그게 어디인질 모르겠는 느낌.
중간고사 대체과제는 뭐 그렇다 치고.. 기말은 진짜 어려웠다. 완벽하게 이해하지 않으면 풀 수가 없어서 못 풀었다 ^^;;

교수님이 츤데례라서 툴툴거리면서 질문도 다 받아주신다. 온라인이라면 교수님의 이모티콘 사용에 집중해보자 ^^. 참고로 온라인이라 학점을 퍼주셨다. C를 받을 수 없다는 게 학계의 정설.",도움이 돼요 0,1
422,422,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),4,kcvikenen,4,3,4,4,재미있고 쉬운 수업이다. 교수님의 강의는 상세하고 숙제는 많지만 아주 간단하다. 중간고사는 학생이 스스로 출제하고 조교수가 점수를 매겨 의견이 갈리는 부분이 많다. 기말 고사는 어렵다...,도움이 돼요 0,4
423,423,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),5,le2jh,4,4,5,5,"중간고사-과제대체(시험 범위 내용으로 시험문제 만들기->객관적 평가기준이 없어서 난해하긴 했으나 본인 성적 잘받아서 만족)
기말고사-대면시험: 난이도는 크게 어렵지 않았던 것 같음. 시간없어서 공부 못한 챕터 문제는 그냥 백지였는데 성적 나름 괜찮았음.
코로나 학기라 그런지 소문에 비해 학점 잘 주신듯? 중간 잘보고 기말 어중간하게 봐서 A받음
수시과제-6~7번 제출
강의력 좋으심.",도움이 돼요 0,4
424,424,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),4,Ysla,5,4,3,4,과제는 거의 제출여부만 보는 것 같고 시험이 중요합니다. 이번 학기는 중간고사는 시험을 볼 수 없어서 대체과제였고 기말고사만 시험을 쳤는데 준비하는데 공부량이 상당히 많았던 것 같습니다.,도움이 돼요 0,3
425,425,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),3,크산디아르,4,4,3,5,"저는 SQL 정도 배우는 줄 알고 들어갔는데 확실히 컴과 전공이라 데이터베이스 전반에 대해 굉장히 깊이 있게 배울 수 있었습니다.
코로나 때문에 중간고사는 과제 대체되었는데, 중간고사 문제를 내는 것이 과제였습니다.
기말고사는 평소 시험처럼 봤는데, 너무 짜잘 짜잘한 부분은 잘 안내시고 굵직한 개념 위주로 내신 거 같습니다. 따라서 단순 암기보다 정말 이게 무슨 의미인지 잘 이해하는게 중요했던 것 같습니다.
성적은 적당히 짜게(?) 주시는 것 같습니다. 중간 기말 모두 평쁠 20점 정도였는데 A0 받았습니다.",도움이 돼요 0,4
426,426,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),5,ekfrehflxkd,1,1,1,1,솔직히 열심히 했는데 성적은좀 짜지만 강의는 딱히 흠잡을곳 없이 좋습니다. 중간고사 형식이 좀 아쉬웠네요,도움이 돼요 0,5
427,427,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),3,곤옹진,3,3,3,3,과제랑 중간고사 기말고사로 평가합니다. 중간고사는 온라인 시험이었는데 문제 10개 만드는게 시험문제였어요.,도움이 돼요 0,4
428,428,20-1,COSE371,데이터베이스,정연돈,#화(5) 목(5),3,헷지,4,4,3,4,"중간고사 과제대체 창의력 요구하는 문제 직접 출제의 그 강의
중간을 작년처럼 봤으면 성취도가 더 높아졌을 것 같네요

코로나때문에 학점은 조금 더 잘 주신듯

강의력은 좋으십니다",도움이 돼요 0,5
